Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,Outlet
FDA19,7.52,0,0.055127499,128.2994,OUT046,2,0,1,3983.4814,16,Food,0.9332640268227628,8
FDD35,12.15,0,0.025842905,119.844,OUT013,0,2,1,599.22,26,Food,1.0139212798747352,1
FDK08,9.195,2,0.122802943,100.1016,OUT018,1,2,2,1113.2176,4,Food,0.8754594558117659,3
FDN27,20.85,0,0.039370913,116.9808,OUT027,1,2,3,3866.9664,28,Food,0.9457175629950153,5
NCC19,6.57,Non-Edible,0.096411426,192.982,OUT027,1,2,3,4633.968,28,Non-Consumable,0.9942317109200569,5
FDL16,12.85,0,0.16871476,47.306,OUT049,1,0,1,1071.938,14,Food,0.8760887620716443,9
NCL54,12.6,Non-Edible,0.082353076,176.9054,OUT027,1,2,3,4202.5296,28,Non-Consumable,1.06090446581807,5
FDR33,7.31,0,0.026830586,108.057,OUT049,1,0,1,2087.283,14,Food,0.8760887495548183,9
FDD52,18.25,2,0.183260221,108.557,OUT035,2,1,1,1208.427,9,Food,0.9988808382470777,6
FDV33,9.6,2,0.027386122,259.2304,OUT049,1,0,1,4649.9472,14,Food,1.0006230207927596,9
FDF21,10.3,2,0.0554758454,191.153,OUT035,2,1,1,1707.777,9,Food,0.8333333333333334,6
FDM56,16.7,0,0.0731960783,109.1912,OUT018,1,2,2,545.956,4,Food,0.9090909090909091,3
FDB12,11.15,2,0.105287746,103.2648,OUT035,2,1,1,2388.8904,9,Food,0.9988808327171064,6
FDI48,11.85,2,0.0542233442222222,51.2666,OUT035,2,1,1,410.1328,9,Food,0.8999999999999998,6
FDH09,12.6,0,0.05616476,51.8982,OUT049,1,0,1,473.3838,14,Food,1.0006230448369162,9
FDQ36,7.855,2,0.1257817156666666,38.3848,OUT046,2,0,1,932.12,16,Food,0.8181818181818178,8
FDY16,18.35,2,0.092150005,184.8266,OUT013,0,2,1,3872.9586,26,Food,0.9492201453580447,1
NCM43,14.5,Non-Edible,0.01938106,164.321,OUT027,1,2,3,5546.114,28,Non-Consumable,0.8704928643386277,5
FDF59,12.5,0,0.071534226,124.902,OUT018,1,2,2,1771.028,4,Food,0.8754594500924933,3
NCR38,17.25,Non-Edible,0.113497001,253.4724,OUT035,2,1,1,755.0172,9,Non-Consumable,0.922115521675148,6
FDY13,12.1,0,0.030121709,78.067,OUT035,2,1,1,2220.443,9,Food,0.9221155143411917,6
FDC40,16.0,2,0.065051586,76.1986,OUT035,2,1,1,1090.5804,9,Food,0.9988808335217018,6
FDT11,5.94,2,0.029538509,189.4556,OUT017,2,1,1,1877.556,6,Food,0.8796766109815871,2
FDT59,13.65,0,0.015976249,230.2668,OUT018,1,2,2,2994.7684,4,Food,0.8751152057983985,3
NCU54,8.88,Non-Edible,0.098622378,208.427,OUT046,2,0,1,5452.902,16,Non-Consumable,0.9296326048627771,8
FDG34,11.5,2,0.062885197,106.7254,OUT010,2,2,0,542.627,15,Food,1.5617277433365186,0
FDQ36,7.855,2,0.162461219,39.2848,OUT017,2,1,1,857.5504,6,Food,1.056773751581768,2
DRZ11,8.85,2,0.112840108,122.0388,OUT049,1,0,1,1238.388,14,Drinks,1.0006230377726688,9
DRH23,14.65,0,0.298205272,55.7614,OUT019,2,0,0,110.5228,28,Drinks,1.5259974681053623,4
FDT55,13.6,2,0.043902087,157.0946,OUT017,2,1,1,5522.811,6,Food,0.9302312941195023,2
NCV53,8.27,Non-Edible,0.018797945,241.288,OUT013,0,2,1,5512.824,26,Non-Consumable,0.9317498053915183,1
FDQ33,13.35,0,0.0880259211111111,151.6708,OUT027,1,2,3,4815.0656,28,Food,0.8999999999999998,5
NCJ54,9.895,Non-Edible,0.060017128,230.8642,OUT013,0,2,1,4414.9198,26,Non-Consumable,0.9327072080091575,1
FDY16,18.35,2,0.16147714,186.2266,OUT019,2,0,0,1106.5596,28,Food,1.6633461311564912,4
NCN07,18.5,Non-Edible,0.033944698,129.9284,OUT046,2,0,1,1054.6272,16,Non-Consumable,0.8747287955839288,8
FDO01,21.1,2,0.020803054,129.7994,OUT018,1,2,2,1284.994,4,Food,0.8782920588574479,3
FDP32,6.65,0,0.08816538,126.8678,OUT017,2,1,1,1780.3492,6,Food,0.93823376355683,2
NCN07,18.5,Non-Edible,0.034082974,130.9284,OUT018,1,2,2,1977.426,4,Non-Consumable,0.878292061898396,3
DRN47,12.1,0,0.016745264,180.766,OUT027,1,2,3,3056.022,28,Drinks,0.8673835837151582,5
NCM18,13.0,Non-Edible,0.083009876,61.1194,OUT045,2,1,1,2352.9372,11,Non-Consumable,0.8765027676125702,7
FDD40,20.25,2,0.014721719,193.6162,OUT027,1,2,3,5195.2374,28,Food,0.9251308078433162,5
FDW47,15.0,0,0.046375227,122.8414,OUT046,2,0,1,731.0484,16,Food,0.8747287962618595,8
FDI45,13.1,0,0.037639672,175.6054,OUT049,1,0,1,1050.6324,14,Food,0.9237238273684516,9
FDJ46,11.1,0,0.04500603,174.0054,OUT018,1,2,2,2101.2648,4,Food,1.0192219537133898,3
FDD38,16.75,2,0.013711274,100.2674,OUT010,2,2,0,203.7348,15,Food,1.457926585730607,0
FDS37,7.655,0,0.032009653,117.2492,OUT045,2,1,1,2432.8332,11,Food,0.9315179202011368,7
FDY60,10.5,2,0.026424424,145.2128,OUT045,2,1,1,3739.1328,11,Food,0.9607902065338383,7
FDP13,8.1,2,0.134870732,41.948,OUT018,1,2,2,199.74,4,Food,0.8661658268333197,3
FDM28,15.7,0,0.045295529,181.366,OUT045,2,1,1,1977.426,11,Food,0.8765027657436819,7
FDY33,14.5,2,0.097750937,159.7262,OUT017,2,1,1,5728.5432,6,Food,0.9300460781833705,2
NCM54,17.7,Non-Edible,0.05089667,125.5678,OUT013,0,2,1,1398.8458,26,Non-Consumable,0.8707097203392843,1
FDK04,7.36,0,0.052312034,58.5588,OUT046,2,0,1,801.6232,16,Food,0.9329565732229779,8
NCI42,18.75,Non-Edible,0.010363586,207.1954,OUT035,2,1,1,1667.1632,9,Non-Consumable,0.9221155617033261,6
FDF45,18.2,2,0.012254429,59.9904,OUT018,1,2,2,644.4944,4,Food,1.0031395309930224,3
FDN56,5.46,2,0.107223632,144.8786,OUT049,1,0,1,3323.0078,14,Food,0.8760887644704503,9
FDR56,15.5,2,0.101335811,196.5768,OUT017,2,1,1,3350.3056,6,Food,0.9348909804615484,2
FDX40,12.85,0,0.098993139,39.3164,OUT046,2,0,1,540.6296,16,Food,0.8714191215485949,8
FDB34,15.25,0,0.026760329,86.0198,OUT017,2,1,1,2006.0554,6,Food,0.9348909919985626,2
FDY47,8.6,2,0.054594957,130.531,OUT045,2,1,1,1298.31,11,Food,0.8733323636795671,7
DRB01,7.39,0,0.082170947,190.953,OUT013,0,2,1,2466.789,26,Drinks,0.9160331252369278,1
FDR51,9.035,2,0.173821519,151.4708,OUT045,2,1,1,2407.5328,11,Food,1.021758154912441,7
FDR48,11.65,0,0.131708682,152.3024,OUT049,1,0,1,1518.024,14,Food,0.885244541641123,9
FDZ25,15.7,2,0.027594064,171.179,OUT013,0,2,1,1867.569,26,Food,1.0107163154693892,1
FDJ04,18.0,0,0.12470444,120.3124,OUT045,2,1,1,2725.7852,11,Food,1.00109588702006,7
NCG07,12.3,Non-Edible,0.052247806,190.853,OUT027,1,2,3,4554.072,28,Non-Consumable,0.9178236917873547,5
FDB52,17.75,0,0.030559583,257.4672,OUT018,1,2,2,3835.008,4,Food,0.9260469438739242,3
FDH14,17.1,2,0.046903482,142.0838,OUT045,2,1,1,2528.7084,11,Food,0.8765027591706743,7
NCY17,18.2,Non-Edible,0.163096139,43.0086,OUT046,2,0,1,758.3462,16,Non-Consumable,1.051134034923437,8
FDX31,20.35,2,0.0128674628,234.4958,OUT045,2,1,1,1402.1748,11,Food,0.8333333333333334,7
FDN12,15.6,0,0.081103929,112.3544,OUT046,2,0,1,1006.6896,16,Food,0.9334840360548974,8
FDG56,13.3,2,0.071743629,59.7536,OUT018,1,2,2,918.804,4,Food,0.9334195351325325,3
FDP23,6.71,0,0.035731825,218.3166,OUT018,1,2,2,5660.6316,4,Food,0.8749149789149552,3
FDC47,15.0,0,0.119131749,226.9694,OUT045,2,1,1,6851.082,11,Food,0.8765027635565275,7
FDW25,5.175,0,0.037217847,86.8224,OUT027,1,2,3,1448.7808,28,Food,0.9251308255624991,5
NCR42,9.105,Non-Edible,0.038559926,33.89,OUT045,2,1,1,99.87,11,Non-Consumable,0.8732022155702694,7
DRO59,11.8,0,0.054238448,75.4012,OUT049,1,0,1,986.7156,14,Drinks,0.9237238382261223,9
FDT60,12.0,0,0.075856062,124.5388,OUT018,1,2,2,1733.7432,4,Food,0.878292068267247,3
FDE32,20.7,0,0.048957533,37.8506,OUT018,1,2,2,265.6542,4,Food,1.0031395357214876,3
FDF21,10.3,2,0.059160135,191.553,OUT017,2,1,1,6641.355,6,Food,0.8886770835942953,2
FDX04,19.6,2,0.041536962,46.0376,OUT013,0,2,1,527.3136,26,Food,0.9215224076934788,1
FDC22,6.89,2,0.1423024575,193.482,OUT049,1,0,1,2510.066,14,Food,0.9090909090909092,9
FDD39,16.7,0,0.070297175,216.385,OUT045,2,1,1,3678.545,11,Food,0.9241603483604305,7
DRC36,13.0,2,0.044984874,175.0054,OUT046,2,0,1,1926.1594,16,Drinks,0.8713654131579435,8
DRE01,10.1,0,0.167155198,241.7512,OUT046,2,0,1,5331.7264,16,Drinks,0.9296326052508401,8
FDP37,15.6,0,0.142986863,130.3994,OUT013,0,2,1,2826.9868,26,Food,0.8740008662425522,1
DRI01,7.97,0,0.029381254,173.7422,OUT045,2,1,1,2759.0752,11,Drinks,0.8181818181818182,7
NCE19,8.97,Non-Edible,0.162856593,54.5956,OUT019,2,0,0,218.3824,28,Non-Consumable,1.5315371965922526,4
NCS30,5.945,Non-Edible,0.0896729996666666,128.9652,OUT017,2,1,1,1808.3128,6,Non-Consumable,0.8999999999999994,2
FDX31,20.35,2,0.014885998,234.4958,OUT018,1,2,2,3271.7412,4,Food,0.9640593896516517,3
FDH47,13.5,2,0.128816212,96.4068,OUT046,2,0,1,2527.3768,16,Food,0.9336543470725001,8
FDY11,6.71,2,0.029680868,65.0142,OUT018,1,2,2,856.8846,4,Food,1.0031395397563596,3
FDU23,12.15,0,0.036360676,166.0184,OUT010,2,2,0,330.2368,15,Food,1.5617277301164747,0
FDO19,17.7,2,0.016582833,50.5034,OUT013,0,2,1,1458.102,26,Food,0.9328773654189958,1
FDP08,20.5,2,0.112316501,193.9478,OUT013,0,2,1,4456.1994,26,Food,0.9207399970809125,1
FDX19,19.1,0,0.096653315,235.1958,OUT013,0,2,1,4673.916,26,Food,0.928858984614578,1
FDJ28,12.3,0,0.021984639,191.2162,OUT017,2,1,1,1924.162,6,Food,0.937800559433418,2
FDE29,8.905,0,0.143351652,62.0878,OUT049,1,0,1,302.939,14,Food,0.9310779353984705,9
FDC14,14.5,2,0.041482394,40.0454,OUT017,2,1,1,209.727,6,Food,0.8767064513594307,2
FDV44,8.365,2,0.040069806,190.7188,OUT017,2,1,1,1904.188,6,Food,1.0047209009669558,2
NCF43,8.51,Non-Edible,0.052239735,141.947,OUT017,2,1,1,2004.058,6,Non-Consumable,0.963661587528485,2
NCY42,6.38,Non-Edible,0.015149955,144.047,OUT013,0,2,1,3149.234,26,Non-Consumable,0.9215224239073324,1
NCZ06,19.6,Non-Edible,0.09370568,253.8698,OUT027,1,2,3,3297.7074,28,Non-Consumable,0.9178236893517705,5
FDB29,16.7,2,0.052401766,115.1176,OUT035,2,1,1,1488.7288,9,Food,0.9988808408223104,6
FDL28,10.0,2,0.063121982,231.7668,OUT013,0,2,1,460.7336,26,Food,1.0139486621379445,1
FDF57,14.5,2,0.058946687,168.6448,OUT045,2,1,1,2897.5616,11,Food,0.9266905026320523,7
FDE44,14.65,0,0.171245426,50.3692,OUT013,0,2,1,591.2304,26,Food,0.9242793140644466,1
FDU33,7.63,2,0.134057426,45.3402,OUT027,1,2,3,918.804,28,Food,0.8704928782260267,5
FDA08,11.85,2,0.050368454,163.8526,OUT017,2,1,1,1808.9786,6,Food,0.9300460778770158,2
NCC06,19.0,Non-Edible,0.026986367,127.1336,OUT046,2,0,1,2812.3392,16,Non-Consumable,0.8747287963523015,8
FDO32,6.36,0,0.120543611,45.806,OUT046,2,0,1,1165.15,16,Food,0.929632602961959,8
FDU39,18.85,0,0.036037952,58.4562,OUT046,2,0,1,711.0744,16,Food,0.9990697574745786,8
NCK18,9.6,Non-Edible,0.006725388,165.9184,OUT018,1,2,2,2972.1312,4,Non-Consumable,0.8872783405115507,3
FDI26,5.94,0,0.034940979,177.3344,OUT049,1,0,1,1605.9096,14,Food,0.9237238363420832,9
DRE37,13.5,0,0.094219593,189.9872,OUT046,2,0,1,1323.6104,16,Drinks,0.9248149498404704,8
NCN26,10.85,Non-Edible,0.048004263,117.5808,OUT010,2,2,0,351.5424,15,Non-Consumable,1.603401595718692,0
FDS16,15.15,2,0.066164431,147.376,OUT035,2,1,1,2197.14,9,Food,1.0139005933357284,6
FDE40,15.6,2,0.0964365435555555,62.4194,OUT018,1,2,2,804.9522,4,Food,0.8999999999999995,3
FDP03,5.15,2,0.0637860281,122.9388,OUT017,2,1,1,2105.2596,6,Food,0.9090909090909092,2
FDA27,20.35,2,0.030975716,253.9672,OUT049,1,0,1,3068.0064,14,Food,0.9267038068465893,9
FDJ12,8.895,2,0.039101813,208.8296,OUT049,1,0,1,5400.9696,14,Food,0.9310779406272855,9
FDT03,21.25,0,0.010039493,181.7608,OUT018,1,2,2,1102.5648,4,Food,0.878292032553771,3
FDF50,4.905,0,0.117308165,195.7768,OUT035,2,1,1,2956.152,9,Food,1.0654183415193377,6
FDC51,10.895,2,0.009641375,124.173,OUT045,2,1,1,1601.249,11,Food,0.9344170506001833,7
NCL55,12.15,Non-Edible,0.113212516,254.604,OUT019,2,0,0,759.012,28,Non-Consumable,1.6621331900763807,4
FDZ23,17.75,2,0.067490036,185.224,OUT035,2,1,1,6338.416,9,Food,0.8745633878410777,6
FDW24,6.8,0,0.037573095,50.2034,OUT045,2,1,1,1166.4816,11,Food,0.8765027661182095,7
FDH21,10.395,0,0.031219108,156.9604,OUT035,2,1,1,4595.3516,9,Food,0.8745633791960993,6
NCQ41,14.8,Non-Edible,0.032606181,193.5794,OUT010,2,2,0,390.1588,15,Non-Consumable,1.606193002972201,0
FDH48,13.5,0,0.0509687256999999,84.554,OUT018,1,2,2,778.986,4,Food,0.7692307692307679,3
FDX11,16.0,2,0.106731895,183.6634,OUT035,2,1,1,2544.6876,9,Food,0.99888083323301,6
FDK33,17.85,0,0.0112259,211.956,OUT013,0,2,1,4474.176,26,Food,0.8740008353454567,1
FDV36,18.7,0,0.026355345,127.102,OUT045,2,1,1,3289.052,11,Food,0.8731325448381666,7
NCW41,18.0,Non-Edible,0.01548171,159.3604,OUT045,2,1,1,2059.9852,11,Non-Consumable,0.9285252038325434,7
FDU32,8.785,0,0.045465958,120.8414,OUT019,2,0,0,852.8898,28,Food,1.6657538242278704,4
FDE36,5.26,2,0.041857101,162.7868,OUT045,2,1,1,4258.4568,11,Food,0.872797052117085,7
FDO27,6.175,2,0.1867793615,94.9752,OUT045,2,1,1,1534.0032,11,Food,0.9090909090909092,7
FDW27,5.86,2,0.151159243,156.6314,OUT045,2,1,1,3257.7594,11,Food,0.9273093943372548,7
FDJ48,11.3,0,0.056161529,246.9118,OUT027,1,2,3,5681.2714,28,Food,0.9287446545875998,5
FDR11,10.5,2,0.142419608,161.1578,OUT013,0,2,1,1765.0358,26,Food,0.9288589892901556,1
FDV07,9.5,0,0.031410378,110.3228,OUT018,1,2,2,2763.07,4,Food,1.070691950686618,3
FDO50,16.25,0,0.077790204,93.0804,OUT027,1,2,3,2940.1728,28,Food,0.9457175800847344,5
FDN04,11.8,2,0.014166739,178.2344,OUT017,2,1,1,2854.9504,6,Food,1.0205056694655237,2
FDZ08,12.5,2,0.110215444,81.8592,OUT045,2,1,1,1238.388,11,Food,1.013609590633497,7
FDD05,19.35,0,0.016679143,119.3098,OUT018,1,2,2,1928.1568,4,Food,0.8782920642724399,3
FDV60,20.2,2,0.117339056,195.011,OUT035,2,1,1,2749.754,9,Food,0.8712006398983504,6
NCG30,20.2,Non-Edible,0.112227747,123.5046,OUT013,0,2,1,2739.1012,26,Non-Consumable,0.9215224118618335,1
FDX37,16.2,0,0.062724117,100.57,OUT027,1,2,3,5093.37,28,Food,0.9284386967706454,5
FDW24,6.8,0,0.037555348,49.6034,OUT049,1,0,1,972.068,14,Food,0.8760887652329937,9
DRM48,15.2,0,0.112349962,39.1848,OUT027,1,2,3,559.272,28,Drinks,0.9251308153164943,5
FDF46,7.07,0,0.093217569,116.7834,OUT027,1,2,3,4952.8862,28,Food,0.9205197664234015,5
NCY54,8.43,Non-Edible,0.177661246,170.5422,OUT035,2,1,1,3621.2862,9,Non-Consumable,0.9294568200048131,6
FDS35,9.3,0,0.11184963,64.6826,OUT017,2,1,1,774.9912,6,Food,1.004720894585065,2
FDB04,11.35,2,0.06321435,88.3856,OUT035,2,1,1,1318.284,9,Food,0.87456338186483,6
NCK05,20.1,Non-Edible,0.077892365,59.3536,OUT017,2,1,1,918.804,6,Non-Consumable,0.9570280745231582,2
FDT46,11.35,0,0.051564827,49.0008,OUT010,2,2,0,101.2016,15,Food,1.478648400312417,0
FDP52,18.7,2,0.070349402,228.601,OUT027,1,2,3,7350.432,28,Food,0.9447554553913772,5
NCR17,9.8,Non-Edible,0.024521239,117.5492,OUT017,2,1,1,1390.1904,6,Non-Consumable,1.0047208945358288,2
NCN54,20.35,Non-Edible,0.021447102,76.3328,OUT017,2,1,1,1312.9576,6,Non-Consumable,0.9275067474121577,2
FDX12,18.2,2,0.026059557,241.2196,OUT035,2,1,1,6507.5292,9,Food,0.9585604445411415,6
DRL23,18.35,0,0.015301418,105.2938,OUT035,2,1,1,2036.6822,9,Drinks,0.9221155363555458,6
DRN47,12.1,0,0.0175504443,179.866,OUT045,2,1,1,3595.32,11,Drinks,0.9090909090909091,7
FDM25,10.695,2,0.060615254,174.0712,OUT013,0,2,1,2460.7968,26,Food,0.8708395055168539,1
FDF52,9.3,0,0.066459891,184.2292,OUT027,1,2,3,4560.73,28,Food,0.8676854166362686,5
FDU21,11.8,2,0.076876046,33.1558,OUT045,2,1,1,543.2928,11,Food,0.8765027646356693,7
FDI15,13.8,0,0.14215211,263.5884,OUT017,2,1,1,2384.8956,6,Food,0.8764947320437083,2
FDJ09,15.0,0,0.058632705,46.4744,OUT018,1,2,2,543.2928,4,Food,1.0696501529806335,3
FDW03,5.63,2,0.024541277,105.1306,OUT046,2,0,1,3135.918,16,Food,0.8747288071901904,8
FDA07,7.55,2,0.030992735,124.3072,OUT049,1,0,1,2695.1584,14,Food,0.8760887502085298,9
FDU39,18.85,0,0.036241797,57.3562,OUT017,2,1,1,1007.3554,6,Food,1.004720893663239,2
FDI60,7.22,2,0.038398937,61.951,OUT045,2,1,1,1518.024,11,Food,0.9315179301909386,7
FDK33,17.85,0,0.011258035,211.656,OUT045,2,1,1,2556.672,11,Food,0.8765027297898954,7
FDN01,8.895,0,0.072511335,177.437,OUT049,1,0,1,3528.74,14,Food,0.8848622259075679,9
FDV38,19.25,0,0.101689151,54.6956,OUT013,0,2,1,163.7868,26,Food,0.8740008647721587,1
NCV06,11.3,Non-Edible,0.066625843,194.2478,OUT013,0,2,1,2712.4692,26,Non-Consumable,0.9508532507017677,1
FDQ34,10.85,0,0.162242617,107.8622,OUT046,2,0,1,1058.622,16,Food,0.922289916529675,8
DRK37,5.0,0,0.0341349718,189.853,OUT045,2,1,1,4933.578,11,Drinks,0.7692307692307692,7
NCY53,20.0,Non-Edible,0.0569163274444444,110.2544,OUT013,0,2,1,1454.1072,26,Non-Consumable,0.8999999999999994,1
FDD53,16.2,0,0.044008347,43.7454,OUT027,1,2,3,671.1264,28,Food,0.8671457743018736,5
FDV49,10.0,0,0.025867353,264.6226,OUT049,1,0,1,4757.8068,14,Food,0.9237238266643948,9
FDY36,12.3,0,0.016476619,74.338,OUT019,2,0,0,146.476,28,Food,1.5315372108243415,4
FDH34,8.63,0,0.031095246,185.7582,OUT046,2,0,1,3529.4058,16,Food,0.9222899082772467,8
NCD07,9.1,Non-Edible,0.041583976375,115.4518,OUT017,2,1,1,2390.8878,6,Non-Consumable,0.8,2
FDB51,6.92,0,0.038422076,62.5852,OUT013,0,2,1,438.0964,26,Food,0.998238355189532,1
NCH42,6.86,Non-Edible,0.061155983,228.401,OUT010,2,2,0,229.701,15,Non-Consumable,1.464116662292183,0
NCI31,20.0,Non-Edible,0.08131178,37.819,OUT035,2,1,1,439.428,9,Non-Consumable,0.8712701351461974,6
FDL56,14.1,0,0.125756824,87.1198,OUT035,2,1,1,2529.3742,9,Food,0.9221155210207866,6
FDG29,17.6,0,0.05661033,41.7454,OUT017,2,1,1,209.727,6,Food,1.0047208961387275,2
FDJ45,17.75,0,0.073709686,35.1216,OUT018,1,2,2,415.4592,4,Food,0.9260469342028154,3
FDJ38,8.6,2,0.040432954,191.653,OUT017,2,1,1,3795.06,6,Food,0.9295522055448664,2
NCO05,7.27,Non-Edible,0.046749112,100.4384,OUT018,1,2,2,1970.768,4,Non-Consumable,0.9334195359783184,3
FDW24,6.8,0,0.062762374,50.4034,OUT010,2,2,0,48.6034,15,Food,1.464116661647,0
FDN34,15.6,2,0.045542628,170.7132,OUT027,1,2,3,4904.2828,28,Food,0.9444302104781345,5
FDH46,6.935,2,0.041346469,103.1332,OUT049,1,0,1,820.2656,14,Food,0.931077930301748,9
FDW39,6.69,2,0.036903419,175.137,OUT035,2,1,1,1235.059,9,Food,0.9922868023841502,6
DRK59,8.895,0,0.075084457,233.9616,OUT027,1,2,3,4452.8704,28,Drinks,0.9554986114901977,5
FDU25,12.35,0,0.026735372,57.4246,OUT045,2,1,1,810.9444,11,Food,1.001095891744603,7
FDC44,15.6,0,0.172453254,115.1518,OUT013,0,2,1,683.1108,26,Food,0.9324365413258241,1
FDG17,6.865,2,0.035666655,246.2486,OUT027,1,2,3,8063.5038,28,Food,0.9178237003344096,5
FDI45,13.1,0,0.037581243,175.5054,OUT046,2,0,1,2451.4756,16,Food,0.9222899078723065,8
FDK08,9.195,2,0.122202946,100.1016,OUT013,0,2,1,1619.2256,26,Food,0.8711820905119075,1
FDW36,11.15,0,0.056921876,107.1622,OUT035,2,1,1,423.4488,9,Food,0.9221155284047511,6
FDL39,16.1,2,0.063319379,180.9318,OUT035,2,1,1,1984.7498,9,Food,0.8745633838984725,6
FDS13,6.465,0,0.124402507,266.1884,OUT013,0,2,1,5299.768,26,Food,0.8710498613951285,1
FDO57,20.75,0,0.108879177,161.5578,OUT049,1,0,1,320.9156,14,Food,0.8760887607379275,9
FDS37,7.655,0,0.032125561,115.7492,OUT017,2,1,1,2548.6824,6,Food,0.9348909770441669,2
FDV26,20.25,2,0.076097073,193.5794,OUT013,0,2,1,1950.794,26,Food,0.9242293610495392,1
FDJ22,18.75,0,0.052766297,189.7504,OUT013,0,2,1,2492.7552,26,Food,0.9215224150604339,1
FDC16,11.5,2,0.020601791,86.054,OUT049,1,0,1,1038.648,14,Food,1.0163708815461936,9
NCH42,6.86,Non-Edible,0.036360386,231.601,OUT027,1,2,3,7580.133,28,Non-Consumable,0.8704928672305935,5
FDD46,6.035,0,0.140571971,154.7998,OUT027,1,2,3,3383.5956,28,Food,0.870492877247162,5
FDT25,7.5,0,0.05074138,123.2072,OUT035,2,1,1,1837.608,9,Food,0.8745633855874709,6
FDR34,17.0,2,0.015997687,229.1352,OUT045,2,1,1,4580.704,11,Food,0.9241603689350258,7
FDQ10,12.85,0,0.033018559,170.4422,OUT027,1,2,3,5000.8238,28,Food,0.9178236823786987,5
DRI03,6.03,0,0.022703693,177.9028,OUT046,2,0,1,4781.7756,16,Drinks,0.883198477947735,8
FDB58,10.5,2,0.013431109,143.7154,OUT027,1,2,3,4821.7236,28,Food,0.8704928783877588,5
FDQ03,15.0,2,0.0735718126999999,235.6248,OUT049,1,0,1,1896.1984,14,Food,0.8333333333333325,9
DRD27,18.75,0,0.023876985,97.4042,OUT049,1,0,1,2281.6966,14,Drinks,0.9508518880886213,9
FDK33,17.85,0,0.011281018,213.756,OUT018,1,2,2,3408.896,4,Food,0.878292088433634,3
DRL23,18.35,0,0.015328106,107.5938,OUT049,1,0,1,1822.2946,14,Drinks,0.9237238460843733,9
FDW32,18.35,2,0.094488071,87.1882,OUT045,2,1,1,515.3292,11,Food,0.8765027634291904,7
NCL05,19.6,Non-Edible,0.047897663,44.677,OUT046,2,0,1,173.108,16,Non-Consumable,0.9495662140696224,8
DRB01,7.39,0,0.081841136,190.053,OUT027,1,2,3,569.259,28,Drinks,0.9123564266944671,5
NCL06,14.65,Non-Edible,0.072212787,260.9594,OUT045,2,1,1,2878.2534,11,Non-Consumable,0.9315179224754941,7
FDH10,21.0,0,0.049505857,195.3478,OUT018,1,2,2,1162.4868,4,Food,0.8782920619290265,3
NCO14,9.6,Non-Edible,0.02981155,45.2086,OUT017,2,1,1,669.129,6,Non-Consumable,0.8796766090951655,2
FDV03,17.6,0,0.058181585,154.4314,OUT049,1,0,1,2326.971,14,Food,0.9310779363300298,9
FDW52,14.0,2,0.037734782,166.4526,OUT017,2,1,1,4769.1254,6,Food,1.0047208841435105,2
NCZ30,6.59,Non-Edible,0.0273016635,119.1098,OUT017,2,1,1,964.0784,6,Non-Consumable,0.9090909090909092,2
FDY35,17.6,2,0.026827052,47.8402,OUT010,2,2,0,91.8804,15,Food,1.4641166508871615,0
FDN31,11.5,0,0.072881535,191.353,OUT046,2,0,1,2277.036,16,Food,0.92963260000365,8
FDX31,20.35,2,0.014822802,234.0958,OUT035,2,1,1,2570.6538,9,Food,0.9599666377119815,6
NCJ05,18.7,Non-Edible,0.046159928,152.3682,OUT049,1,0,1,1677.1502,14,Non-Consumable,1.0006230356750552,9
FDN56,5.46,2,0.107662745,143.8786,OUT017,2,1,1,4334.358,6,Food,0.8796766112767673,2
FDZ04,9.31,0,0.038014104,62.351,OUT049,1,0,1,822.263,14,Food,0.9310779341144979,9
FDJ44,12.3,2,0.106307146,174.9396,OUT035,2,1,1,1569.9564,9,Food,0.9294568223681552,6
FDI08,18.2,2,0.066672058,248.1092,OUT017,2,1,1,4233.1564,6,Food,1.0047208933801273,2
FDB59,18.25,0,0.015341139,200.0084,OUT018,1,2,2,1984.084,4,Food,0.9367570674077368,3
FDY15,18.25,2,0.171174491,156.463,OUT045,2,1,1,938.778,11,Food,0.9241603459617913,7
NCZ18,7.825,Non-Edible,0.325780807,252.7698,OUT019,2,0,0,761.0094,28,Non-Consumable,1.6203130044252265,4
DRO47,10.195,0,0.112859454,114.486,OUT017,2,1,1,2490.092,6,Drinks,0.9383236997968202,2
FDW21,5.34,2,0.005962753,102.4358,OUT035,2,1,1,2010.716,9,Food,1.0113668083942309,6
FDZ14,7.71,2,0.047358246,123.1756,OUT027,1,2,3,3998.7948,28,Food,0.9178236955074648,5
FDM09,11.15,2,0.086105815,167.879,OUT045,2,1,1,2886.243,11,Food,0.8765027606002672,7
FDK43,9.8,0,0.026882496,126.302,OUT049,1,0,1,3036.048,14,Food,0.9237238221419468,9
FDE45,12.1,0,0.040521714,178.5002,OUT018,1,2,2,5552.1062,4,Food,0.8749689146000599,3
FDR35,12.5,0,0.020597493,200.0742,OUT027,1,2,3,8958.339,28,Food,0.9942317103825574,5
FDT58,9.0,0,0.085538477,169.2816,OUT027,1,2,3,3523.4136,28,Food,0.9251308182254223,5
